,rsmi,psmi,ea,dh,Hf_r,Hf_p,Hf_ts,AE_mopac,DH_mopac,AE_no_zpe,ER_no_zpe,RXN_no_zpe,ae_diff,dh_diff
2392,[N:1]([c:2]1[n:3][n:4]([H:9])[n:5][c:6]1[H:10])([H:7])[H:8],[N:1](=[c:2]1/[n:3]([H:7])[n:4]([H:9])[n:5][c:6]1[H:10])\[H:8],68.9523063178602,27.218449932673803,65.82763,81.21566999999997,133.91959,68.09196,15.388039999999991,72.86,45.39,27.47,4.768039999999999,12.081960000000008
2393,[N:1]([c:2]1[n:3][n:4]([H:9])[n:5][c:6]1[H:10])([H:7])[H:8],[N:1]([C:2]#[N+:3][N-:4][H:9])([H:7])[H:8].[N:5]#[C:6][H:10],79.05139065810529,65.1190580099138,65.82763,98.00118,120.7856,54.957969999999996,32.17355000000001,84.01,13.41,70.61,29.05203000000001,38.43644999999999
2395,[C:1](/[N:2]=[C:3](\[O:4][C:5](=[O:6])[H:11])[H:10])([H:7])([H:8])[H:9],[C:1]([N:2]=[C:3]([H:10])[H:11])([H:7])([H:8])[H:9].[O:4]=[C:5]=[O:6],56.948606976036,-18.46255843503581,-66.80328,-72.35055,-0.43434,66.36894000000001,-5.5472699999999975,61.11,77.86,-16.75,-5.25894000000001,-11.202730000000003
2396,[C:1](/[N:2]=[C:3](\[O:4][C:5](=[O:6])[H:11])[H:10])([H:7])([H:8])[H:9],[C:1](=[N:2][C:3](=[O:4])[H:10])([H:7])[H:9].[C:5](=[O:6])([H:8])[H:11],55.69909042625999,24.2015027249681,-66.80328,-43.65378,2.72835,69.53163,23.149500000000003,59.19,31.59,27.6,-10.34163000000001,4.450499999999998
2397,[C:1](/[N:2]=[C:3](\[O:4][C:5](=[O:6])[H:11])[H:10])([H:7])([H:8])[H:9],[C:1]([N:2]([C-:3]=[O+:4][C:5](=[O:6])[H:11])[H:10])([H:7])([H:8])[H:9],71.24987863014499,26.9274087188243,-66.80328,-53.5108,2.24477,69.04805,13.292479999999998,75.39,48.44,26.95,6.341949999999997,13.657520000000002
2400,[C:1](/[N:2]=[C:3](\[O:4][C:5](=[O:6])[H:11])[H:10])([H:7])([H:8])[H:9],[C-:1]([N:2]([C:3](=[O+:4][C:5](=[O:6])[H:11])[H:10])[H:8])([H:7])[H:9],73.6172581117166,40.7681479912893,-66.80328,-40.14684000000001,5.358219999999998,72.1615,26.65644,76.89,35.66,41.23,4.728499999999997,14.573559999999997
2401,[C:1](/[N:2]=[C:3](\[O:4][C:5](=[O:6])[H:11])[H:10])([H:7])([H:8])[H:9],[C:1]([N+:2]#[C-:3])([H:7])([H:8])[H:9].[O:4]=[C:5]([O:6][H:10])[H:11],31.667189508413802,6.45093706302868,-66.80328,-55.63836,-35.39964000000001,31.40364,11.164920000000002,35.43,27.27,8.16,4.02636,-3.004920000000002
2402,[C:1](/[N:2]=[C:3](\[O:4][C:5](=[O:6])[H:11])[H:10])([H:7])([H:8])[H:9],[C:1](/[N:2]=[C:3](\[O+:4]=[C-:5][O:6][H:11])[H:10])([H:7])([H:8])[H:9],77.95539620157821,45.5056172716362,-66.80328,-49.45479,-2.8066,63.996680000000005,17.348489999999998,81.95,36.01,45.94,17.953319999999998,28.59151
2403,[C:1](/[N:2]=[C:3](\[O:4][C:5](=[O:6])[H:11])[H:10])([H:7])([H:8])[H:9],[C:1](=[N:2][C:3]([O:4][C:5](=[O:6])[H:11])([H:8])[H:10])([H:7])[H:9],79.9427740003164,6.87526596096975,-66.80328,-61.58991,31.58745,98.39073,5.213370000000005,83.22,76.83,6.39,-15.170730000000006,1.176629999999995
2404,[C:1](/[N:2]=[C:3](\[O:4][C:5](=[O:6])[H:11])[H:10])([H:7])([H:8])[H:9],[C:1]([O:4][C:5](=[O:6])[H:11])([H:7])([H:8])[H:9].[N:2]#[C:3][H:10],93.65564016683159,7.78356806064983,-66.80328,-51.33848,10.65617,77.45945,15.464800000000006,97.85,87.4,10.45,20.39054999999999,-5.014800000000006
2405,[C:1]1([H:6])([H:7])[C@@:2]2([H:8])[C:3]([H:9])([H:10])[O:4][C@@:5]12[H:11],[C:1]([C@@:5]1([H:11])[C:2][C:3]([H:9])([H:10])[O:4]1)([H:6])([H:7])[H:8],61.1647988635911,52.385807934310996,15.55635,57.11041,91.99372,76.43737,41.55405999999999,64.46,8.79,55.68,-11.977370000000008,14.125940000000007
2406,[C:1]1([H:6])([H:7])[C@@:2]2([H:8])[C:3]([H:9])([H:10])[O:4][C@@:5]12[H:11],[C:1]1([H:6])([H:7])[C:2]([H:8])([H:11])[C:3]([H:9])([H:10])[O+:4]=[C-:5]1,55.98086649328361,5.51345449540735,15.55635,-2.25727,81.417,65.86065,-17.81362,59.02,53.03,5.99,-6.840650000000004,23.803620000000002
2407,[C:1]1([H:6])([H:7])[C@@:2]2([H:8])[C:3]([H:9])([H:10])[O:4][C@@:5]12[H:11],[C:1]([C:2]1([H:8])[C-:3]([H:10])[O+:4]=[C:5]1[H:11])([H:6])([H:7])[H:9],85.5314560443434,44.1492273499718,15.55635,47.50063,103.65342,88.09707,31.94428,89.99,43.19,46.8,1.8929299999999927,14.855719999999998
2408,[C:1]1([H:6])([H:7])[C@@:2]2([H:8])[C:3]([H:9])([H:10])[O:4][C@@:5]12[H:11],[C:1]1([H:6])([H:7])[C@@:2]2([H:8])[C-:3]([H:9])[O+:4]=[C:5]12.[H:10][H:11],100.55917800264601,68.0980553675325,15.55635,-3.58145,124.04619,108.48983999999999,-19.1378,107.19,30.16,77.03,-1.299839999999989,96.1678
2409,[C:1]1([H:6])([H:7])[C@@:2]2([H:8])[C:3]([H:9])([H:10])[O:4][C@@:5]12[H:11],[C:1]1([H:6])([H:7])[C@@:2]2([H:8])[C-:3]=[O+:4][C@@:5]12[H:11].[H:9][H:10],86.89376849227291,69.49677358813561,15.55635,45.20015,80.47879,64.92244000000001,29.6438,93.77,15.91,77.86,28.847559999999987,48.2162
2410,[C:1]1([H:6])([H:7])[C@@:2]2([H:8])[C:3]([H:9])([H:10])[O:4][C@@:5]12[H:11],[C:1]1([H:6])([H:7])[C:2][C:3]([H:9])([H:10])[O:4][C:5]1([H:8])[H:11],61.6192345325111,32.9532975282119,15.55635,30.90507,92.8765,77.32015,15.348720000000002,64.26,29.22,35.03,-13.060149999999993,19.68128
2412,[C:1]1([H:6])([H:7])[C@@:2]2([H:8])[C:3]([H:9])([H:10])[O:4][C@@:5]12[H:11],[C:1]1([H:6])([H:7])[C:2]([H:8])=[C:5]1[H:11].[C:3](=[O:4])([H:9])[H:10],76.3892577030578,26.147733454821,15.55635,36.4448,78.99598,63.43963000000001,20.88845,80.06,48.67,31.39,16.620369999999994,10.501550000000002
2413,[C:1]1([H:6])([H:7])[C@@:2]2([H:8])[C:3]([H:9])([H:10])[O:4][C@@:5]12[H:11],[C:1]1([H:6])([H:7])[C@:2]([C:3]([O:4][H:11])([H:9])[H:10])([H:8])[C:5]1,72.7141415537732,55.2560928564814,15.55635,54.02811,86.06872,70.51236999999999,38.47176,77.07,18.66,58.41,6.557630000000003,19.938239999999993
2414,[C:1]1([H:6])([H:7])[C@@:2]2([H:8])[C:3]([H:9])([H:10])[O:4][C@@:5]12[H:11],[C:1]([C:2]1([H:8])[C:3]([H:9])([H:10])[O:4][C:5]1([H:7])[H:11])[H:6],66.9387776773473,64.7305204828489,15.55635,66.99280999999999,98.75195,83.1956,51.43645999999999,69.9,3.01,66.89,-13.295599999999993,15.453540000000011
2415,[C:1]1([H:6])([H:7])[C@@:2]2([H:8])[C:3]([H:9])([H:10])[O:4][C@@:5]12[H:11],[C:1]1([H:6])([H:7])[C:2]([H:8])([H:9])[C:5]1([O+:4]=[C-:3][H:10])[H:11],82.325641960847,41.70562125476821,15.55635,38.11736,97.36017,81.80382,22.56101,86.36,42.36,44.01,4.556179999999998,21.44899
2417,[C:1]1([H:6])([H:7])[C@@:2]2([H:8])[C:3]([H:9])([H:10])[O:4][C@@:5]12[H:11],[C:1]([C@@:5]1([H:11])[C:2]([H:6])([H:8])[C:3]([H:9])([H:10])[O:4]1)[H:7],63.76690866883271,59.1068135711298,15.55635,63.83796,96.44973,80.89338000000002,48.28160999999999,66.88,5.8,61.08,-14.013380000000026,12.798390000000005
2419,[C:1]1([H:6])([H:7])[C@@:2]2([H:8])[C:3]([H:9])([H:10])[O:4][C@@:5]12[H:11],[C:1]([C:2](=[C:3]([H:9])[H:10])[H:8])([C:5](=[O:4])[H:11])([H:6])[H:7],40.4498751549377,-30.9436892277317,15.55635,-22.75977,38.31894000000001,22.762590000000007,-38.31612,42.98,71.95,-28.97,20.21740999999999,9.346119999999999
2420,[C:1]1([H:6])([H:7])[C@@:2]2([H:8])[C:3]([H:9])([H:10])[O:4][C@@:5]12[H:11],[C:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[O+:4]=[C-:5]1)([H:6])([H:7])[H:11],52.608224045847386,25.232210748618602,15.55635,27.20942,75.34279000000002,59.786440000000006,11.65307,55.96,29.39,26.57,-3.826440000000005,14.91693
2421,[C:1]1([H:6])([H:7])[C@@:2]2([H:8])[C:3]([H:9])([H:10])[O:4][C@@:5]12[H:11],[C:1]1([H:6])=[C:5]([H:11])[C:2]1([C:3]([O:4][H:7])([H:9])[H:10])[H:8],71.4366956630154,11.585100870162401,15.55635,17.676470000000005,80.90574000000002,65.34939000000001,2.1201200000000022,76.1,62.57,13.53,10.75060999999998,11.409879999999998
2425,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[C@:4]1([H:11])[C:5]([H:12])([H:13])[N:6]23,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C:3]([H:10])([H:11])[N:6]2[C:5]([H:12])([H:13])[C:4]1,70.5349377235896,35.977538619860894,99.84921,109.47291,169.62757,69.77835999999999,9.623700000000014,73.88,35.2,38.68,4.101640000000003,29.056299999999986
2426,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[C@:4]1([H:11])[C:5]([H:12])([H:13])[N:6]23,[C:1]([C@@:2]1([H:9])[C:3]([H:10])=[N:6]1)([C:4](=[C:5]([H:12])[H:13])[H:11])([H:7])[H:8],60.1357995504992,-6.69204896701418,99.84921,84.15847,143.34485,43.49564000000001,-15.690740000000005,62.94,66.7,-3.77,19.44435999999999,11.920740000000006
2428,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[C@:4]1([H:11])[C:5]([H:12])([H:13])[N:6]23,[C:1]([C@@:2]1([H:9])[C@@:3]2([H:10])[C:4]([H:8])([H:11])[C:5]([H:12])([H:13])[N:6]12)[H:7],81.6652154496966,64.831918185186,99.84921,152.03718,180.06142,80.21221,52.18797000000001,85.48,18.36,67.12,5.267790000000005,14.932029999999997
2429,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[C@:4]1([H:11])[C:5]([H:12])([H:13])[N:6]23,[C:1]1([H:7])([H:8])[C@@:2]([N:6]=[C:5]([H:12])[H:13])([H:9])[C:3]([H:10])=[C:4]1[H:11],62.220927339206895,-14.7449507113307,99.84921,64.39390999999999,152.18871,52.33950000000002,-35.45530000000001,64.87,77.74,-12.86,12.530499999999982,22.59530000000001
2432,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[C@:4]1([H:11])[C:5]([H:12])([H:13])[N:6]23,[C:1]1([H:7])([H:8])[C:2][C@@:3]2([H:10])[C@:4]1([H:11])[C:5]([H:12])([H:13])[N:6]2[H:9],56.61539868363279,52.88126272677221,99.84921,125.71187,167.3262,67.47699,25.86265999999999,60.11,5.35,54.76,-7.366990000000001,28.897340000000007
2433,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[C@:4]1([H:11])[C:5]([H:12])([H:13])[N:6]23,[C:1]1([H:7])([H:8])[C:2]([H:9])([H:12])[N:6]2[C@:3]3([H:10])[C@@:4]1([H:11])[C@@:5]32[H:13],88.25633961119,-8.3806658879692,99.84921,92.2519,195.42379,95.57458000000001,-7.597309999999991,93.6,101.65,-8.05,-1.9745800000000173,-0.45269000000000936
2434,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[C@:4]1([H:11])[C:5]([H:12])([H:13])[N:6]23,[C:1](=[C:2]([N:6]1[C:3]([H:10])=[C:4]([H:11])[C:5]1([H:12])[H:13])[H:9])([H:7])[H:8],62.837494014788284,-11.665088777604801,99.84921,69.1335,148.93996,49.09075000000002,-30.715709999999998,66.22,75.86,-9.64,17.129249999999978,21.075709999999997
2435,[C:1](/[N:2]=[C:3]1/[C:4]([H:10])([H:11])[C:5]([H:12])([H:13])[O:6]1)([H:7])([H:8])[H:9],[C:1]([O:6][C:5]([C:4]([C:3]#[N:2])([H:10])[H:11])([H:12])[H:13])([H:7])([H:8])[H:9],97.48515405488709,-6.18125612652879,-10.21477,-19.18705,75.8595,86.07427,-8.97228,100.82,106.24,-5.42,14.745729999999995,3.5522799999999997
2436,[C:1](/[N:2]=[C:3]1/[C:4]([H:10])([H:11])[C:5]([H:12])([H:13])[O:6]1)([H:7])([H:8])[H:9],[C:1]([N:2]([C:3]1=[C:4]([H:10])[C:5]([H:12])([H:13])[O:6]1)[H:11])([H:7])([H:8])[H:9],83.4956742482258,17.8649703770788,-10.21477,8.91646,81.20810999999998,91.42288,19.13123,87.93,69.84,18.08,-3.4928799999999995,-1.0512300000000003
2437,[C:1](/[N:2]=[C:3]1/[C:4]([H:10])([H:11])[C:5]([H:12])([H:13])[O:6]1)([H:7])([H:8])[H:9],[C:1]([N+:2]#[C-:3])([H:7])([H:8])[H:9].[C:4]1([H:10])([H:11])[C:5]([H:12])([H:13])[O:6]1,99.73551809315741,34.044338970552,-10.21477,25.0747,70.07276,80.28753,35.28947,103.49,66.37,37.12,23.20246999999999,1.830529999999996
2439,[C:1](/[N:2]=[C:3]1/[C:4]([H:10])([H:11])[C:5]([H:12])([H:13])[O:6]1)([H:7])([H:8])[H:9],[C-:1]([N:2]([C:3]1=[O+:6][C:5]([H:12])([H:13])[C:4]1([H:10])[H:11])[H:9])([H:7])[H:8],80.6208324634473,53.86071696571261,-10.21477,20.77362,63.71526,73.93003,30.988390000000006,84.04,29.48,54.56,10.109970000000004,23.571609999999996
2441,[C:1](/[N:2]=[C:3]1/[C:4]([H:10])([H:11])[C:5]([H:12])([H:13])[O:6]1)([H:7])([H:8])[H:9],[C:1](=[N:2][C:3]([C:4]([H:9])([H:10])[H:11])=[O+:6][C-:5]([H:12])[H:13])([H:7])[H:8],104.41267612883001,57.1608019315905,-10.21477,30.53831,102.82328,113.03805,40.75308,109.58,49.48,60.1,-3.45805,19.346920000000004
2442,[C:1](/[N:2]=[C:3]1/[C:4]([H:10])([H:11])[C:5]([H:12])([H:13])[O:6]1)([H:7])([H:8])[H:9],[C:1](=[N:2][C:3]1=[C:4]([H:11])[C:5]([H:12])([H:13])[O:6]1)([H:7])[H:8].[H:9][H:10],91.78722280595942,45.935157731602004,-10.21477,2.2238900000000004,78.31591999999998,88.53068999999998,12.43866,97.86,44.54,53.32,9.32931000000002,40.88134
2443,[C:1]([C:2]([N:3]([C:4]([C:5]#[N:6])([H:13])[H:14])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([N:3]([C:4]([N+:6]#[C-:5])([H:13])[H:14])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],46.7714896313376,17.717092664385394,21.63468,35.68586,92.75892,71.12423999999999,14.05118,48.57,30.76,17.81,-22.554239999999986,3.7588199999999983
2445,[C:1]([C:2]([N:3]([C:4]([C:5]#[N:6])([H:13])[H:14])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([N:3]([C:5]1=[N:6][C:4]1([H:13])[H:14])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],99.48277778523372,24.297922941433892,21.63468,65.32221,122.79777,101.16309,43.68753,103.24,78.53,24.71,2.076909999999998,-18.97753
2446,[C:1]([C:2]([N:3]([C:4]([C:5]#[N:6])([H:13])[H:14])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([N+:3]([C-:4]([C:5]#[N:6])[H:13])([H:12])[H:14])([H:10])[H:11])([H:7])([H:8])[H:9],67.9304608975739,43.55614002632521,21.63468,41.92756,77.05572,55.42103999999999,20.29288,71.38,28.11,43.27,15.958960000000005,22.977120000000003
2448,[C:1]([C:2]([N:3]([C:4]([C:5]#[N:6])([H:13])[H:14])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1](/[C:2](=[N:3]/[C:4]([C:5]#[N:6])([H:13])[H:14])[H:10])([H:7])([H:8])[H:11].[H:9][H:12],106.34827421154499,21.296561969782505,21.63468,7.48163,101.83687,80.20218999999999,-14.15305,114.61,85.71,28.9,34.40781000000001,43.05305
2449,[C:1]([C:2]([N:3]([C:4]([C:5]#[N:6])([H:13])[H:14])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([N:3]=[C:4]([H:13])[H:14])([H:10])[H:11])([H:7])([H:8])[H:9].[C:5]=[N:6][H:12],53.346871467775706,25.585326871785398,21.63468,42.03903,96.04523,74.41055,20.40435,55.42,26.34,29.08,-18.99055,8.675649999999997
2450,[C:1]([C:2]([N:3]([C:4]([C:5]#[N:6])([H:13])[H:14])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C-:2]([N+:3]([C:4]([C:5]#[N:6])([H:13])[H:14])([H:11])[H:12])[H:10])([H:7])([H:8])[H:9],83.70161940102808,70.5023095430537,21.63468,64.97903000000001,89.31983000000002,67.68515000000001,43.34435000000001,87.42,15.97,71.45,19.734849999999994,28.10564999999999
2452,[C:1]([C:2]([N:3]([C:4]([C:5]#[N:6])([H:13])[H:14])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C+:2]([N:3]([C:4](=[C:5]=[N-:6])[H:13])[H:12])[H:10])([H:7])([H:8])[H:9].[H:11][H:14],64.9870006408175,46.6973456990507,21.63468,14.50546,67.34923,45.71455,-7.1292199999999974,70.7,16.68,54.01,24.98545,61.139219999999995
2454,[N:1]#[C:2][C:3]([C:4]1([H:9])[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])([H:7])[H:8],[N:1]1=[C:2]([C:3]([C:4](=[C:6]([H:12])[H:13])[H:9])([H:7])[H:8])[C:5]1([H:10])[H:11],99.4238994682106,33.7720817726943,38.11387,81.3955,138.23498,100.12111000000002,43.28163,103.01,68.25,34.76,2.8888899999999893,-8.521630000000002
2456,[N:1]#[C:2][C:3]([C:4]1([H:9])[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])([H:7])[H:8],[N:1]#[C:2][C:3]([C:4][C:6]([C:5]([H:9])([H:10])[H:11])([H:12])[H:13])([H:7])[H:8],68.6782401545361,66.13163422807641,38.11387,87.26456,114.99957,76.88569999999999,49.15069,71.94,2.99,68.96,-4.945699999999988,19.809309999999996
2457,[N:1]#[C:2][C:3]([C:4]1([H:9])[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])([H:7])[H:8],[N:1]1([H:12])[C:2][C:3]([H:7])([H:8])[C@:4]2([H:9])[C:5]([H:10])([H:11])[C@:6]12[H:13],98.3244609156305,38.560258404105504,38.11387,69.83879,126.98528,88.87141,31.724920000000004,101.54,64.21,37.33,12.668590000000009,5.605079999999994
2458,[N:1]#[C:2][C:3]([C:4]1([H:9])[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])([H:7])[H:8],[N:1](=[C:2]=[C:3]([H:7])[H:8])[C:5]([C:4](=[C:6]([H:12])[H:13])[H:9])([H:10])[H:11],86.8974610372982,24.712697940964,38.11387,50.33816,130.23916,92.12529,12.224289999999995,89.66,63.08,26.58,-2.46529000000001,14.355710000000004
2459,[N:1]#[C:2][C:3]([C:4]1([H:9])[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])([H:7])[H:8],[N+:1](#[C-:2])[C:3]([C:4]1([H:9])[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])([H:7])[H:8],58.4436113317195,20.9065354888553,38.11387,57.1099,128.47563,90.36176,18.996030000000005,60.35,39.32,21.03,-30.011760000000002,2.0339699999999965
2461,[N:1]#[C:2][C:3]([C:4]1([H:9])[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])([H:7])[H:8],[N:1](=[C:2]1/[C:3]([H:7])([H:8])[C:4]12[C:5]([H:10])([H:11])[C:6]2([H:12])[H:13])\[H:9],113.329257142821,39.393837185855496,38.11387,72.96694000000002,156.12116,118.00729,34.85307000000001,118.62,78.84,39.77,0.612710000000007,4.916929999999994
2464,[O:1]=[C:2]1[C:3]([H:6])([H:7])[C:4]([H:8])([H:9])[N:5]1[H:10],[O:1]([C:2]1=[C:3]([H:7])[C:4]([H:8])([H:9])[N:5]1[H:10])[H:6],85.714122644665,34.9664886409019,-21.187520000000006,11.76423,71.11265,92.30017,32.951750000000004,89.63,54.57,35.07,-2.670169999999999,2.118249999999996
2466,[O:1]=[C:2]1[C:3]([H:6])([H:7])[C:4]([H:8])([H:9])[N:5]1[H:10],[O:1]([C:2]1=[N:5][C:4]([H:8])([H:9])[C:3]1([H:6])[H:7])[H:10],62.192855849154704,18.2813975165822,-21.187520000000006,4.60878,52.91236,74.09988,25.7963,65.91,47.68,18.24,-8.189880000000002,-7.5563
2468,[O:1]=[C:2]1[C:3]([H:6])([H:7])[C:4]([H:8])([H:9])[N:5]1[H:10],[C:3](=[C:4]([H:8])[H:9])([H:6])[H:7].[O:1]=[C:2]=[N:5][H:10],55.7145917897696,7.437613084220951,-21.187520000000006,-11.78112,23.46753,44.65505,9.406400000000003,58.7,46.97,11.73,14.04495,2.3235999999999972
2469,[O:1]=[C:2]1[C:3]([H:6])([H:7])[C:4]([H:8])([H:9])[N:5]1[H:10],[C:4](=[N:5][H:10])([H:8])[H:9].[O:1]=[C:2]=[C:3]([H:6])[H:7],59.86529155154541,32.718081912261,-21.187520000000006,1.15556,28.19526,49.38278,22.343080000000004,62.17,24.8,37.37,12.787220000000005,15.026919999999993
2471,[O:1]=[c:2]1[o:3][c:4]([H:7])[n:5][o:6]1,[C:4](#[N+:5][O-:6])[H:7].[O:1]=[C:2]=[O:3],51.422852233091,12.315659395780498,-60.40951,-61.47357,-23.88859,36.520920000000004,-1.0640599999999978,54.88,38.56,16.32,18.35908,17.384059999999998
2475,[N:1]([C:2]1([C:5]#[N:6])[C:3]([H:9])([H:10])[C:4]1([H:11])[H:12])([H:7])[H:8],[N:1]([C:2]1([N+:6]#[C-:5])[C:3]([H:9])([H:10])[C:4]1([H:11])[H:12])([H:7])[H:8],55.85955845703779,18.9189924621068,52.41091,66.34385,134.12781,81.71690000000002,13.932940000000002,57.91,38.51,19.4,-23.806900000000027,5.4670599999999965
2477,[N:1]([C:2]1([C:5]#[N:6])[C:3]([H:9])([H:10])[C:4]1([H:11])[H:12])([H:7])[H:8],[N:1]([C:5]1=[N:6][C:2]12[C:3]([H:9])([H:10])[C:4]2([H:11])[H:12])([H:7])[H:8],103.66717227451299,34.4459848792408,52.41091,100.15513,145.99816,93.58725,47.74422,107.64,72.22,35.43,14.052750000000003,-12.314219999999999
2478,[N:1]([C:2]1([C:5]#[N:6])[C:3]([H:9])([H:10])[C:4]1([H:11])[H:12])([H:7])[H:8],[C:3](=[C:4]([H:11])[H:12])([H:9])[H:10].[N:1]([C+:2]=[C:5]=[N-:6])([H:7])[H:8],59.362891043029,45.5336176825607,52.41091,83.53738,91.58109,39.17018,31.12647,62.28,13.54,48.74,23.10982,17.61353
2480,[N:1]([C:2]1([C:5]#[N:6])[C:3]([H:9])([H:10])[C:4]1([H:11])[H:12])([H:7])[H:8],[N:1]([C:2][C:3]([C:4]([C:5]#[N:6])([H:11])[H:12])([H:9])[H:10])([H:7])[H:8],57.121619604937,25.4879310539098,52.41091,59.69095,102.47979,50.06888000000001,7.28004,59.26,32.75,26.51,9.19111999999999,19.229960000000002
2482,[O:1]([c:2]1[c:3]([H:8])[n:4]([H:9])[c:5]([H:10])[n:6]1)[H:7],[O:1]([C:2]1=[N:6][C:5]([H:9])([H:10])[N:4]=[C:3]1[H:8])[H:7],43.8330966837136,10.2173270936475,-8.04303,8.05525,52.57461,60.61764,16.09828,46.67,36.29,10.38,-13.94764,-5.718279999999998
2483,[O:1]([c:2]1[c:3]([H:8])[n:4]([H:9])[c:5]([H:10])[n:6]1)[H:7],[O:1]([C:3](=[C:2]=[N:6][C:5](=[N:4][H:9])[H:10])[H:8])[H:7],106.038529160515,55.3688201207065,-8.04303,26.68231,94.70107,102.7441,34.72534,109.95,51.96,57.99,7.2059,23.26466
2484,[O:1]([c:2]1[c:3]([H:8])[n:4]([H:9])[c:5]([H:10])[n:6]1)[H:7],[N:4](=[C:5]=[N:6][H:10])[H:9].[O:1]([C:2]#[C:3][H:8])[H:7],137.36852231870702,62.128658684363394,-8.04303,53.46883,145.23783,153.28086000000002,61.51186000000001,145.31,77.57,67.74,-7.970860000000016,6.228139999999982
2485,[O:1]([c:2]1[c:3]([H:8])[n:4]([H:9])[c:5]([H:10])[n:6]1)[H:7],[O:1]([C:2]1=[C:3]([H:8])[N:4]([H:9])[C:5][N:6]1[H:10])[H:7],70.3826388004817,31.0296427775597,-8.04303,7.37914,63.93153,71.97456,15.422170000000001,73.85,42.82,31.03,1.8754399999999976,15.60783
2486,[O:1]([c:2]1[c:3]([H:8])[n:4]([H:9])[c:5]([H:10])[n:6]1)[H:7],[O:1]=[C:2]1[C:3]([H:7])([H:8])[N:4]([H:9])[C:5]([H:10])=[N:6]1,66.19017635614199,-1.06086902788068,-8.04303,-7.51763,64.83736,72.88039,0.5253999999999994,70.17,70.62,-0.45,-2.710390000000004,-0.9753999999999994
2487,[O:1]([c:2]1[c:3]([H:8])[n:4]([H:9])[c:5]([H:10])[n:6]1)[H:7],[O:1]([C@:2]1([H:8])[C-:3]=[N+:4]([H:9])[C:5]([H:10])=[N:6]1)[H:7],64.419793827612,58.532123087448504,-8.04303,35.482,69.76666999999999,77.80969999999998,43.52503,66.96,7.51,59.45,-10.849699999999984,15.924970000000002
2489,[O:1]([c:2]1[c:3]([H:8])[n:4]([H:9])[c:5]([H:10])[n:6]1)[H:7],[O:1]([C:2]1=[N:6][C:5]([H:10])=[N:4][C:3]1([H:8])[H:9])[H:7],45.3375824513468,7.44401816537822,-8.04303,3.62559,50.69567,58.7387,11.668619999999999,48.41,40.72,7.69,-10.328700000000005,-3.9786199999999985
2490,[O:1]([c:2]1[c:3]([H:8])[n:4]([H:9])[c:5]([H:10])[n:6]1)[H:7],[O-:1][c:2]1[c:3]([H:8])[n+:4]([H:9])[c:5]([H:10])[n:6]1[H:7],46.6743792172594,11.1312049232792,-8.04303,-8.61934,36.8022,44.84523,-0.5763099999999994,49.92,38.6,11.32,5.074770000000001,11.89631
2492,[N:1]#[C:2][C:3]([C:4]([C:5]#[N:6])([H:9])[H:10])([H:7])[H:8],[N+:1](#[C-:2])[C:3]([C:4]([C:5]#[N:6])([H:9])[H:10])([H:7])[H:8],59.9827834384167,20.7770616598397,48.73366,67.04841,141.45291,92.71925,18.314750000000004,61.97,40.95,21.02,-30.749250000000004,2.705249999999996
2493,[O:1]([C:2]1([C:5]#[C:6][H:12])[C:3]([H:8])([H:9])[C:4]1([H:10])[H:11])[H:7],[C:2]1([C:5]#[C:6][H:12])=[C:4]([H:11])[C:3]1([H:8])[H:9].[O:1]([H:7])[H:10],79.9618997558766,32.2250020985208,32.735440000000004,59.6756,98.23347,65.49803,26.94016,84.6,48.91,35.69,19.101969999999994,8.749839999999999
